,tokens,ner_tags,langs,spans
2440,"['Yelizaveta', 'I', 'patşabikä']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Yelizaveta I patşabikä']
2441,"['Михаил', 'Калинин', 'исемен', 'йөрткән', '.']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Михаил Калинин']
2442,"['ЮНӘЛТҮ', 'Енисей', '(', 'футбол', 'клубы', ',', 'Красноярск', ')']","[0, 3, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Енисей ( футбол клубы , Красноярск )']"
2443,"[""'"", ""''"", 'Чаньва', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'агучы', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2444,"['Киров', 'өлкәсе', ',', 'Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсе', 'LOC: Коми Республикасы']"
2445,"[""'"", ""''"", 'Бара', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2446,"['ЮНӘЛТҮ', 'Fridrix', 'I', 'Barbarossa']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Fridrix I Barbarossa']
2447,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
2448,"['ЮНӘЛТҮ', 'А.Н.', 'Туполев', 'исемендәге', 'Казан', 'илкүләм', 'тикшеренү', 'техник', 'университеты']","[0, 3, 4, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: А.Н. Туполев исемендәге Казан илкүләм тикшеренү техник университеты']
2449,"[""'"", ""''"", 'Кече', 'Маламасы', ""''"", ""'"", '(', ',', ')', '—', 'Мари', 'Илнең', 'Звенигово', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Мари Илнең', 'LOC: Звенигово районында']"
2450,"['Салават', 'Юлаевның', '250', 'еллыгына', 'багышланган', 'очерклары', 'өчен»']","[1, 2, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Салават Юлаевның']
2451,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
2452,"['4-нче', 'алман', 'танк', 'армиясе']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: 4-нче алман танк армиясе']
2453,"['Милләтләр', 'Лигасын', 'оештырырга', 'тәкъдим', 'итә', '.']","[3, 4, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Милләтләр Лигасын']
2454,"['Тальхә', 'ибне', 'Губәйдулла']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Тальхә ибне Губәйдулла']
2455,"['ЮНӘЛТҮ', 'ССРБ', 'эчке', 'эшләр', 'халык', 'комиссарлыгы']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: ССРБ эчке эшләр халык комиссарлыгы']
2456,"['Нашире', ',', 'мөхәрире', ',', 'рәссамы', 'Галиәсгар', 'Камал', 'булган', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Галиәсгар Камал']
2457,"['ЮНӘЛТҮ', 'Француз', 'колониаль', 'империясе']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Француз колониаль империясе']
2458,"['-', ""''Патшалар"", ',', 'яки', 'Балалар', 'көне', ""''"", '.']","[0, 0, 0, 0, 5, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Балалар']
2459,"['Navuxodonosor', 'II', 'xatını', 'öçen', 'tözelgän']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Navuxodonosor II']
2460,"['ЮНӘЛТҮ', 'Һитроу', 'Халыкара', 'һава', 'аланы']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Һитроу Халыкара һава аланы']
2461,"['ЮНӘЛТҮ', 'Балалар', 'өчен', 'Eurovision', 'җыр', 'бәйгесе']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Балалар өчен Eurovision җыр бәйгесе']
2462,"['Кайбер', 'очракта', 'дәүләтнең', 'әлеге', 'өлеше', '«Мамай', 'Урдасы»', 'дип', 'йөртелә', '.']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: дәүләтнең']
2463,"['ЮНӘЛТҮ', 'Әбү', 'Рәйхан', 'әл-Бируни']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Әбү Рәйхан әл-Бируни']
2464,"['Катнаш', 'хор', 'өчен', 'Иосиф', 'Бродский', 'сүзләренә', 'өч', 'хор', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Иосиф Бродский']
2465,"['Xalıqara', 'Qızıl', 'Xaç', 'häm', 'Yarımay', 'xäräkäte']","[3, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Xalıqara Qızıl Xaç häm Yarımay xäräkäte']
2466,"[""'"", ""''"", 'Инеш', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2467,"['Архангельск', 'өлкәсе', ',', 'Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Архангельск өлкәсе', 'LOC: Коми Республикасы']"
2468,"['Пермь', 'крае', ',', 'Киров', 'өлкәсе', ',', 'Удмуртия', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Пермь крае', 'LOC: Киров өлкәсе', 'LOC: Удмуртия']"
2469,"['Донбасска', 'гастрольләр', 'оештыра', '.']","[3, 0, 0, 0]","['tt', 'tt', 'tt', 'tt']",['ORG: Донбасска']
2470,"['Поль', 'Анри', 'Һольбах']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Поль Анри Һольбах']
2471,"['ЮНӘЛТҮ', 'Луций', 'Корнелий', 'Сулла']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Луций Корнелий Сулла']
2472,"[""'"", ""''"", 'Вотгать', ""''"", ""'"", '–', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2473,"[""'"", ""''"", 'Окатьево', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Даровской', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Даровской районында']"
2474,"['Русия', 'Федерациясенең', 'Федераль', 'Мәҗлесе']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Русия Федерациясенең Федераль Мәҗлесе']
2475,"['Яз', 'озак', 'бара', ',', 'салкынча', 'һәм', 'температура', 'тирбәлеше', 'күзәтелә', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Яз']
2476,"['Фёдор', 'Кузнецов', '(', ""''1898-1961"", ""''"", ')', '-', 'генерал-майор']","[1, 2, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Фёдор Кузнецов']
2477,"[""'"", ""''"", 'Торганово', ""''"", ""'"", '(', ',', ')', '—', 'Мари', 'Илнең', 'Звенигово', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Мари Илнең', 'LOC: Звенигово районында']"
2478,"['ЮНӘЛТҮ', 'Советлар', 'Берлеге', 'коммунистик', 'фиркасе']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Советлар Берлеге коммунистик фиркасе']
2479,"['Архангельск', 'өлкәсе', ',', 'Вологда', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Архангельск өлкәсе', 'LOC: Вологда өлкәсе']"
2480,"[""''Бобчинский"", ""''"", '—', '«Ревизор»', 'Н.В.', 'Гоголь', '.']","[0, 0, 0, 0, 1, 2, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Н.В. Гоголь']
2481,"['Төньяк', 'Осетия', 'биләмәләрендә', 'ага', '.']","[3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Төньяк Осетия']
2482,"['Чуаш', 'дәүләт', 'академия', 'драма', 'театры']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Чуаш дәүләт академия драма театры']
2483,"['7-нче', 'армия', '(', 'Вермахт', ')']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 7-нче армия ( Вермахт )']
2484,"['Гарәп', 'теленнән', 'кергән', '«Сәет»', '(', 'гарәп', '.']","[3, 4, 0, 0, 0, 3, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Гарәп теленнән', 'ORG: гарәп']"
2485,"[""'"", ""''"", 'Дога', ""''"", ""'"", '(', 'гарәп', '.']","[0, 0, 0, 0, 0, 0, 3, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: гарәп']
2486,"['Русия', '—', 'ОМОН', 'көне', '.']","[5, 0, 3, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Русия', 'ORG: ОМОН']"
2487,"['Калинин', 'фронты', '(', 'Иван', 'Степан', 'улы', 'Конев', ')', '.']","[5, 6, 0, 1, 2, 2, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Калинин фронты', 'PER: Иван Степан улы Конев']"
2488,"[""'"", ""''"", 'Кузнецово', ""''"", ""'"", '(', ')', '—', 'Свердловск', 'өлкәсенең', 'Таборы', 'районы', 'составына', 'керүче', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Свердловск өлкәсенең', 'LOC: Таборы районы']"
2489,"['Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Коми Республикасы']
2490,"['Бу', 'олыс', 'тарихи', 'әдәбиятта', 'Касыйм', 'ханлыгы', 'дип', 'атыйлар', '.']","[0, 0, 0, 0, 3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Касыйм ханлыгы']
2491,"['Гарәп', 'теленнән', 'кергән', '«Гафиять»', '(', '«', ""''"", 'тән', 'саулыгы', ""''"", '»', ')', 'сүзеннән', 'ясалган', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Гарәп теленнән']
2492,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
2493,"['ЮНӘЛТҮ', 'Benfika', 'futbol', 'taqımı']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Benfika futbol taqımı']
2494,"[""'"", ""''"", 'Еловка', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2495,"['Оксфорд', 'университетында', 'белем', 'ала', '.']","[3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Оксфорд университетында']
2496,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
2497,"['Святослав', 'Игорь', 'улы']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Святослав Игорь улы']
2498,"['Башкортстанның', 'Миякә', 'районы', 'биләмәләрендә', 'ага', '.']","[5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Миякә районы']"
2499,"['«Карлыгач»', 'Баязит', 'Бикбай', '—', ""''Ваһап"", ""''""]","[0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Баязит Бикбай']
2500,"['Анда', 'шулай', 'ук', 'Пушкин', ',', 'Гоголь', ',', 'Толстой', ',', 'Иван', 'Крыловтан', 'тәрҗемә', 'үрнәкләре', 'даими', 'бирелеп', 'барылган', '.']","[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['PER: Пушкин', 'PER: Гоголь', 'PER: Толстой', 'PER: Иван Крыловтан']"
2501,"['Фёдор', 'Кузнецов', ')', ""''"", 'гаскәрләре', 'үз', 'эченә', '8нче', ""''"", '(', 'ком', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Фёдор Кузнецов']
2502,"['ЮНӘЛТҮ', 'Şanxay', 'fond', 'birjası']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Şanxay fond birjası']
2503,"[""''Георг"", ""''"", ',', ""''Герцог"", 'Кларенс', ""''"", '-', '«Ричард', 'III»', 'Уильям', 'Шекспир']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Уильям Шекспир']
2504,"['Краснодар', 'крае', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Краснодар крае']
2505,"['Фёдор', 'Кузнецов', ')', ""''"", 'гаскәрләре', 'үз', 'эченә', '8нче', ""''"", '(', 'ком', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Фёдор Кузнецов']
2506,"['Мәҗит', 'Гафуриның', 'йорт-музеен', 'җитәкләгән', 'өчен»']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Мәҗит Гафуриның']
2507,"['Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Коми Республикасы']
2508,"[""'"", ""''"", 'Янду', ""''"", ""'"", '(', ',', ')', '—', 'Чуашстанның', 'Чабаксар', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Чуашстанның', 'LOC: Чабаксар районында']"
2509,"['«Ай', 'тотылган', 'төндә»', 'М.', 'Кәрим', '—', ""''Акьегет"", ""''""]","[0, 0, 0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: М. Кәрим']
2510,"['Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Коми Республикасы']
2511,"['Ярославль', 'өлкәсе', ',', 'Вологда', 'өлкәсе', ',', 'Тверь', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Ярославль өлкәсе', 'LOC: Вологда өлкәсе', 'LOC: Тверь өлкәсе']"
2512,"['ЮНӘЛТҮ', 'Болыт', 'Боб', 'Шакмак', 'Ыштаннар']","[0, 1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Болыт Боб Шакмак Ыштаннар']
2513,"['ЮНӘЛТҮ', 'Вилһелм', 'Конрад', 'Рөнтген']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Вилһелм Конрад Рөнтген']
2514,"['ЮНӘЛТҮ', 'Бердәм', 'дәүләт', 'имтиханы']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Бердәм дәүләт имтиханы']
2515,"['Алтай', 'Республикасы', ',', 'Алтай', 'крае', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Алтай Республикасы', 'LOC: Алтай крае']"
2516,"['Әлеге', 'вакытта', 'Русиянең', 'Футбол', 'Премьер-Лигасында', 'уйный', '.']","[0, 0, 3, 4, 4, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Русиянең Футбол Премьер-Лигасында']
2517,"['Мазурка', '—', 'Көлгенә', '(', ""''Золушка"", ""''"", ')', '.']","[0, 0, 1, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Көлгенә']
2518,"[""'"", ""''"", 'Утейка', ""''"", ""'"", '–', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2519,"['ЮНӘЛТҮ', 'Milan', 'futbol', 'taqımı']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Milan futbol taqımı']
2520,"[""'"", ""''"", 'Эмбелейка', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2521,"['Матди', 'булмаган', 'мәдәни', 'мирас']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Матди булмаган мәдәни мирас']
2522,"[""''Сабуров"", ""''"", '—', '«Көннәр', 'һәм', 'төннәр»', 'К.', 'Симонов']","[0, 0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: К. Симонов']
2523,"['Юрий', 'Владимир', 'улы', 'Андропов']","[1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Юрий Владимир улы Андропов']
2524,"[""'"", ""''"", 'Холманские', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Даровской', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Даровской районында']"
2525,"[""'"", ""''"", 'Медногорск', ""''"", ""'""]","[0, 0, 5, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Медногорск']
2526,"['Өяз', 'үзәге', '—', 'Минзәлә', 'шәһәре', '.']","[0, 0, 0, 5, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Минзәлә']
2527,"['Людвиг', 'ван', 'Бетховен']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Людвиг ван Бетховен']
2528,"['Вологда', 'өлкәсе', ',', 'Киров', 'өлкәсе', ',', 'Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Вологда өлкәсе', 'LOC: Киров өлкәсе', 'LOC: Коми Республикасы']"
2529,"['ЮНӘЛТҮ', 'Rusiä', 'Federatsiäseneñ', 'Üzäk', 'bankı']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Rusiä Federatsiäseneñ Üzäk bankı']
2530,"['Татар', 'дәүләт', 'гуманитар-педагогика', 'университеты']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Татар дәүләт гуманитар-педагогика университеты']
2531,"['Габдерәхим', 'Утыз', 'Имәни', 'әл-Болгари']","[1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Габдерәхим Утыз Имәни әл-Болгари']
2532,"['Татарстан', 'Республикасы', 'Дәүләт', 'Советы']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Татарстан Республикасы Дәүләт Советы']
2533,"['ЮНӘЛТҮ', 'Hendrik', 'Anton', 'Lorens']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Hendrik Anton Lorens']
2534,"['Азык-төлек', 'һәм', 'авыл', 'хуҗалыгы', 'оешмасы', '(', 'ФАО', ',', 'FAO', ')']","[3, 4, 4, 4, 4, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Азык-төлек һәм авыл хуҗалыгы оешмасы']
2535,"['ЮНӘЛТҮ', 'Советлар', 'Берлеге', 'коммунистик', 'фиркасе']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Советлар Берлеге коммунистик фиркасе']
2536,"['Әбу', 'Гали', 'ибн', 'Сина']","[1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Әбу Гали ибн Сина']
2537,"[""'"", ""''"", 'Пекоза', ""''"", ""'"", '(', ',', ')', '—', 'Мари', 'Илнең', 'Волжск', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Мари Илнең', 'LOC: Волжск районында']"
2538,"['Римский-Корсаковның', 'тууына', '170', ',', 'М.Ю.', 'Лермонтовның', 'тууына', '200', ',', 'М.И', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: М.Ю. Лермонтовның']
2539,"['ЮНӘЛТҮ', 'Rusiä', 'Federatsiäseneñ', 'Üzäk', 'bankı']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Rusiä Federatsiäseneñ Üzäk bankı']
2540,"['bgcolor=', ""''"", '66FF99', ""''"", 'Муниципаль', 'берәмлек']","[0, 0, 0, 0, 3, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Муниципаль берәмлек']
2541,"['юнәлтү', 'Түбән', 'Кама', 'сусаклагычы']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Түбән Кама сусаклагычы']
